Gene stable ID	Transcript stable ID	Protein stable ID	UCSC Stable ID
ENSG00000164733	ENST00000676825	ENSP00000503006	uc288qvj.1
ENSG00000064309	ENST00000392693	ENSP00000376458	uc009zbw.4
ENSG00000164733	ENST00000353047	ENSP00000345672	uc003wuq.5
ENSG00000171595	ENST00000582036	ENSP00000461950	uc002jkg.3
ENSG00000164733	ENST00000677650	ENSP00000504797	uc288sat.1
ENSG00000064309	ENST00000684078	ENSP00000507318	uc289gfk.1
ENSG00000164733	ENST00000676691	ENSP00000503608	uc288qqi.1
ENSG00000064309	ENST00000531738	ENSP00000432901	uc001qdb.6
ENSG00000164733	ENST00000678598	ENSP00000503734	uc288tku.1
ENSG00000146090	ENST00000522500	ENSP00000429114	uc003mlp.5
ENSG00000164733	ENST00000677873	ENSP00000503052	uc288sjf.1
ENSG00000064309	ENST00000683716	ENSP00000506883	uc289frm.1
ENSG00000164733	ENST00000679128	ENSP00000504480	uc288ufc.1
ENSG00000064309	ENST00000680589		uc289bbi.1
ENSG00000146090	ENST00000520209	ENSP00000430659	uc063ktc.1
ENSG00000186648	ENST00000559694		uc058zuh.1
ENSG00000164733	ENST00000678092	ENSP00000504638	uc288srp.1
ENSG00000064309	ENST00000683597		uc289fmx.1
ENSG00000204291	ENST00000375001	ENSP00000364140	uc004azb.4
ENSG00000064309	ENST00000683981		uc289gbr.1
ENSG00000171595	ENST00000579055	ENSP00000462767	uc060jnt.1
ENSG00000164733	ENST00000677671	ENSP00000503578	uc288sbo.1
ENSG00000146090	ENST00000519456		uc063ktd.1
ENSG00000186648	ENST00000561354		uc058zui.1
ENSG00000064309	ENST00000263577	ENSP00000263577	uc001qdc.5
ENSG00000171595	ENST00000446837	ENSP00000400252	uc060jnu.1
ENSG00000171595	ENST00000579490	ENSP00000464197	uc060jnv.1
ENSG00000164733	ENST00000678242	ENSP00000503280	uc288sxh.1
ENSG00000146090	ENST00000519883		uc063kte.1
ENSG00000204291	ENST00000496686		uc064utj.1
ENSG00000186648	ENST00000560349		uc058zuj.1
ENSG00000064309	ENST00000682796		uc289eic.1
ENSG00000188959	ENST00000473442		uc064vab.1
ENSG00000171595	ENST00000579312		uc060jnx.1
ENSG00000288820	ENST00000686300		uc315lqe.2
ENSG00000064309	ENST00000683026		uc289eqy.1
ENSG00000289536	ENST00000691966		uc315uah.1
ENSG00000164733	ENST00000677366	ENSP00000504161	uc288rpy.1
ENSG00000064309	ENST00000684238		uc289glo.1
ENSG00000146090	ENST00000615330	ENSP00000481349	uc063ktb.1
ENSG00000266106	ENST00000585167		uc060jnw.1
ENSG00000064309	ENST00000684636	ENSP00000508160	uc289haw.1
ENSG00000188959	ENST00000400613	ENSP00000383456	uc011lwk.4
ENSG00000164733	ENST00000677544	ENSP00000503078	uc288rws.1
ENSG00000064309	ENST00000683416	ENSP00000508081	uc289ffy.1
ENSG00000250903	ENST00000657072		uc287pqc.1
ENSG00000064309	ENST00000684564		uc289gyc.1
ENSG00000164733	ENST00000530640	ENSP00000435105	uc064khm.2
ENSG00000064309	ENST00000684167		uc289giv.1
ENSG00000164733	ENST00000677418	ENSP00000503174	uc288rrx.1
ENSG00000164733	ENST00000677047	ENSP00000504127	uc288rdu.1
ENSG00000164733	ENST00000676502	ENSP00000503902	uc288qjb.1
ENSG00000226777	ENST00000689219		uc315pyq.2
ENSG00000164733	ENST00000531089	ENSP00000433215	uc064khn.2
ENSG00000064309	ENST00000531830	ENSP00000432571	uc058ixb.2
ENSG00000226777	ENST00000619942		uc059gfj.3
ENSG00000164733	ENST00000678629	ENSP00000504808	uc288tlz.1
ENSG00000064309	ENST00000682450		uc289duu.1
ENSG00000140968	ENST00000696884	ENSP00000512951	uc315zik.1
ENSG00000064309	ENST00000682556		uc289dyw.1
ENSG00000164733	ENST00000678145	ENSP00000503674	uc288stq.1
ENSG00000226777	ENST00000701943		uc316gkq.1
ENSG00000114982	ENST00000431828	ENSP00000396749	uc002swn.7
ENSG00000064309	ENST00000525625		uc058ixc.2
ENSG00000226777	ENST00000701882		uc316gij.1
ENSG00000064309	ENST00000682834		uc289ejo.1
ENSG00000226777	ENST00000693413		uc315web.1
ENSG00000226777	ENST00000701894		uc316giv.1
ENSG00000164733	ENST00000678929	ENSP00000503487	uc288txm.1
ENSG00000244398	ENST00000459748		uc286gwm.1
ENSG00000226777	ENST00000630242		uc032bne.1
ENSG00000164733	ENST00000677819	ENSP00000503435	uc288shd.1
ENSG00000140968	ENST00000268638	ENSP00000268638	uc002fjh.5
ENSG00000114982	ENST00000420155	ENSP00000414426	uc061lwc.1
ENSG00000186298	ENST00000335007	ENSP00000335084	uc001tru.5
ENSG00000226777	ENST00000629589		uc059gfg.1
ENSG00000250903	ENST00000531092		uc063lkg.2
ENSG00000164733	ENST00000677415	ENSP00000502963	uc288rru.1
ENSG00000226777	ENST00000628233		uc059gfh.1
ENSG00000215231	ENST00000508201		uc003jdh.4
ENSG00000140968	ENST00000565552	ENSP00000455816	uc059yav.1
ENSG00000226777	ENST00000628159		uc059gfk.1
ENSG00000250903	ENST00000532124		uc063lkf.2
ENSG00000226777	ENST00000631009		uc059gfl.1
ENSG00000140968	ENST00000566369	ENSP00000455048	uc059yba.2
ENSG00000164733	ENST00000678357	ENSP00000503513	uc288tbr.1
ENSG00000114982	ENST00000670907	ENSP00000499297	uc288jyd.1
ENSG00000215231	ENST00000509382		uc063cbs.1
ENSG00000211923	ENST00000390583	ENSP00000419773	uc059gex.1
ENSG00000250903	ENST00000659643		uc287tjx.1
ENSG00000215231	ENST00000654932		uc287mmm.1
ENSG00000164733	ENST00000676755	ENSP00000504226	uc288qst.1
ENSG00000186298	ENST00000340766	ENSP00000341779	uc021rdx.2
ENSG00000140968	ENST00000696885	ENSP00000512952	uc315zil.1
ENSG00000211924	ENST00000390584	ENSP00000419583	uc059gey.1
ENSG00000215231	ENST00000514474		uc063cbw.1
ENSG00000215231	ENST00000658399		uc287roo.1
ENSG00000250903	ENST00000456943		uc003mts.3
ENSG00000114982	ENST00000666923	ENSP00000499674	uc288ecc.1
ENSG00000288730	ENST00000691749		uc315try.1
ENSG00000215231	ENST00000657166		uc287ptr.1
ENSG00000140968	ENST00000696886		uc315zim.1
ENSG00000164733	ENST00000420692		uc064khl.2
ENSG00000250903	ENST00000529893		uc063lkh.2
ENSG00000290844	ENST00000606026		uc286kqa.1
ENSG00000215231	ENST00000666520		uc288dms.1
ENSG00000136810	ENST00000374517	ENSP00000363641	uc004bep.4
ENSG00000164733	ENST00000679051	ENSP00000503858	uc288ucd.1
ENSG00000186298	ENST00000550261	ENSP00000447528	uc058tft.1
ENSG00000140968	ENST00000570088		uc059yaw.1
ENSG00000114982	ENST00000484020		uc061lwe.1
ENSG00000250903	ENST00000530833		uc063lki.2
ENSG00000215231	ENST00000670808		uc288juj.1
ENSG00000140968	ENST00000696887	ENSP00000512953	uc315zin.1
ENSG00000164733	ENST00000453527	ENSP00000409917	uc003wuo.5
ENSG00000291038	ENST00000687238		uc315nai.1
ENSG00000215231	ENST00000668023		uc288fsd.1
ENSG00000250903	ENST00000525811		uc063lkj.1
ENSG00000186298	ENST00000546904		uc058tfu.1
ENSG00000136810	ENST00000374515	ENSP00000363639	uc004beq.3
ENSG00000140968	ENST00000563180	ENSP00000458047	uc002fji.4
ENSG00000215231	ENST00000507599		uc063cbt.2
ENSG00000164733	ENST00000678067	ENSP00000503330	uc288sqq.1
ENSG00000291038	ENST00000700970		uc316ezi.1
ENSG00000114982	ENST00000597150	ENSP00000473116	uc061lwf.1
ENSG00000250903	ENST00000534441		uc031sml.2
ENSG00000186298	ENST00000551582	ENSP00000447090	uc058tfv.1
ENSG00000215231	ENST00000666689		uc288dte.1
ENSG00000291038	ENST00000555016		uc286kaq.1
ENSG00000136810	ENST00000487892		uc064vac.1
ENSG00000164733	ENST00000679140	ENSP00000503300	uc288ufo.1
ENSG00000140968	ENST00000564617	ENSP00000455784	uc059yax.1
ENSG00000215231	ENST00000662011		uc287wwl.1
ENSG00000250903	ENST00000533653		uc063lkk.1
ENSG00000215231	ENST00000660582		uc287utu.1
ENSG00000250903	ENST00000534468		uc063lkl.1
ENSG00000140968	ENST00000564803	ENSP00000456992	uc059yay.2
ENSG00000196169	ENST00000551294	ENSP00000449134	uc060jny.1
ENSG00000114982	ENST00000444759	ENSP00000415041	uc061lwg.1
ENSG00000164733	ENST00000531551	ENSP00000436456	uc064kho.1
ENSG00000110700	ENST00000525634	ENSP00000435777	uc001mmp.5
ENSG00000215231	ENST00000656049		uc287odf.1
ENSG00000186298	ENST00000553024		uc058tfw.1
ENSG00000250903	ENST00000534160		uc063lkm.1
ENSG00000215231	ENST00000656591		uc287oxy.1
ENSG00000250903	ENST00000505870		uc063lkn.1
ENSG00000140968	ENST00000696888		uc315zio.1
ENSG00000186298	ENST00000546933	ENSP00000447122	uc058tfx.1
ENSG00000215231	ENST00000659550		uc287tgj.1
ENSG00000110700	ENST00000531008		uc057zli.1
ENSG00000164733	ENST00000533455	ENSP00000432244	uc003wun.5
ENSG00000140968	ENST00000696889		uc315zip.1
ENSG00000250903	ENST00000664738		uc288awr.1
ENSG00000249876	ENST00000511668		uc286xki.1
ENSG00000164733	ENST00000677082	ENSP00000503652	uc288rfd.1
ENSG00000196169	ENST00000551017		uc060jnz.1
ENSG00000114982	ENST00000476534		uc061lwh.1
ENSG00000140968	ENST00000564056		uc059yaz.1
ENSG00000186298	ENST00000550991	ENSP00000448981	uc058tfy.1
ENSG00000114982	ENST00000488907		uc061lwi.1
ENSG00000140968	ENST00000696890		uc315ziq.1
ENSG00000110700	ENST00000531908		uc031xgs.2
ENSG00000250903	ENST00000654526		uc287lxa.1
ENSG00000164733	ENST00000534382	ENSP00000435260	uc064kij.2
ENSG00000165617	ENST00000555845		uc059cai.1
ENSG00000114982	ENST00000425656	ENSP00000413229	uc061lwj.1
ENSG00000250903	ENST00000606884		uc003mtv.4
ENSG00000186298	ENST00000551676	ENSP00000448437	uc058tfz.1
ENSG00000140968	ENST00000569607	ENSP00000456395	uc059ybd.2
ENSG00000164733	ENST00000679214	ENSP00000503892	uc288uik.1
ENSG00000250903	ENST00000524770		uc063lke.2
ENSG00000110700	ENST00000228140	ENSP00000228140	uc057zlj.1
ENSG00000114982	ENST00000452268	ENSP00000397994	uc061lwk.1
ENSG00000186298	ENST00000620030	ENSP00000482210	uc058tga.1
ENSG00000165617	ENST00000556859	ENSP00000451598	uc010trv.3
ENSG00000140968	ENST00000569145	ENSP00000455760	uc059ybb.1
ENSG00000250903	ENST00000659523		uc287tfi.1
ENSG00000164733	ENST00000534510	ENSP00000434217	uc064khp.2
ENSG00000165617	ENST00000421793	ENSP00000404297	uc059caj.1
ENSG00000250903	ENST00000660978		uc287viy.1
ENSG00000164733	ENST00000531502	ENSP00000435886	uc064kih.2
ENSG00000114982	ENST00000448075	ENSP00000405988	uc061lwl.1
ENSG00000140968	ENST00000562492	ENSP00000455452	uc059ybc.1
ENSG00000250903	ENST00000663428		uc287yyp.1
ENSG00000164733	ENST00000533572	ENSP00000433995	uc064khw.2
ENSG00000274134	ENST00000614651		uc032egx.1
ENSG00000250903	ENST00000660533		uc287urx.1
ENSG00000186298	ENST00000551690		uc058tgb.1
ENSG00000110700	ENST00000526895		uc057zlk.1
ENSG00000285163	ENST00000646214		uc285nie.1
ENSG00000164733	ENST00000677865	ENSP00000502946	uc288six.1
ENSG00000250903	ENST00000670895		uc288jxs.1
ENSG00000114982	ENST00000451819	ENSP00000415403	uc061lwm.1
ENSG00000285163	ENST00000645383		uc285nif.1
ENSG00000279925	ENST00000625111		uc058tgc.1
ENSG00000110700	ENST00000525828		uc057zll.1
ENSG00000198160	ENST00000357692	ENSP00000350321	uc001ddf.3
ENSG00000250903	ENST00000657589		uc287qjt.1
ENSG00000285163	ENST00000646986		uc285nig.1
ENSG00000257268	ENST00000551161		uc058tgd.1
ENSG00000114982	ENST00000416138	ENSP00000410775	uc061lwn.1
ENSG00000110700	ENST00000533969	ENSP00000432096	uc057zlm.1
ENSG00000250903	ENST00000607519		uc063lkp.2
ENSG00000268804	ENST00000598933		uc059ybe.2
ENSG00000250903	ENST00000530346		uc063lkd.2
ENSG00000164733	ENST00000345125	ENSP00000342070	uc003wup.5
ENSG00000285040	ENST00000645754		uc285nih.1
ENSG00000114982	ENST00000418735	ENSP00000415236	uc061lwo.1
ENSG00000241286	ENST00000465069		uc286jbm.1
ENSG00000250903	ENST00000662000		uc287wwa.1
ENSG00000110700	ENST00000527571		uc057zlo.1
ENSG00000269667	ENST00000599411		uc059ybf.2
ENSG00000250903	ENST00000665610		uc288cdx.1
ENSG00000164733	ENST00000526645	ENSP00000431518	uc064kic.2
ENSG00000114982	ENST00000464738		uc061lwp.1
ENSG00000110700	ENST00000534329		uc057zlp.1
ENSG00000285012	ENST00000644960		uc285nii.1
ENSG00000198160	ENST00000401041	ENSP00000383820	uc001dde.4
ENSG00000250903	ENST00000532564		uc063lko.3
ENSG00000114982	ENST00000475820		uc061lwq.1
ENSG00000110700	ENST00000528074		uc057zlq.1
ENSG00000196169	ENST00000389916	ENSP00000374566	uc002jkm.5
ENSG00000164733	ENST00000532392	ENSP00000432408	uc064kin.3
ENSG00000279604	ENST00000624955		uc059ybg.1
ENSG00000250903	ENST00000654970		uc287mny.1
ENSG00000114982	ENST00000478492		uc061lwr.1
ENSG00000272034	ENST00000606526		uc021qei.3
ENSG00000198939	ENST00000361362	ENSP00000354453	uc003mjn.3
ENSG00000204193	ENST00000713585	ENSP00000518877	uc064vad.1
ENSG00000261177	ENST00000563931		uc059ybh.1
ENSG00000201403	ENST00000364533		uc057zln.1
ENSG00000250903	ENST00000666817		uc288dyb.1
ENSG00000201586	ENST00000364716		uc057zlt.1
ENSG00000164733	ENST00000505496	ENSP00000435650	uc064kif.2
ENSG00000268078	ENST00000600234		uc059ybi.1
ENSG00000204193	ENST00000374511	ENSP00000363635	uc064vad.1
ENSG00000240808	ENST00000477436		uc286gwq.1
ENSG00000250903	ENST00000655727		uc287nqx.1
ENSG00000164733	ENST00000534149	ENSP00000436122	uc064kib.2
ENSG00000250903	ENST00000691547		uc315tke.1
ENSG00000198939	ENST00000520660	ENSP00000429095	uc063klm.1
ENSG00000268505	ENST00000599841		uc059ybj.1
ENSG00000204193	ENST00000423740	ENSP00000408768	uc011lwl.5
ENSG00000198160	ENST00000371016	ENSP00000360055	uc010opf.2
ENSG00000165617	ENST00000395153	ENSP00000378582	uc001xdx.5
ENSG00000250903	ENST00000685772		uc315kvw.1
ENSG00000269186	ENST00000669926		uc288imx.2
ENSG00000204193	ENST00000713575	ENSP00000518867	uc064vad.1
ENSG00000164733	ENST00000676843	ENSP00000504659	uc288qwb.1
ENSG00000250903	ENST00000691004		uc315spi.1
ENSG00000249715	ENST00000505256		uc002swr.3
ENSG00000198939	ENST00000520805	ENSP00000431074	uc063kln.1
ENSG00000068028	ENST00000327761	ENSP00000333327	uc003dab.2
ENSG00000250903	ENST00000687264		uc315nbi.1
ENSG00000269186	ENST00000601250		uc032eha.2
ENSG00000164733	ENST00000524500	ENSP00000436074	uc064kig.2
ENSG00000269186	ENST00000650200		uc285nij.1
ENSG00000198160	ENST00000371014	ENSP00000360053	uc001ddc.3
ENSG00000250903	ENST00000702211		uc316guw.1
ENSG00000011405	ENST00000531428		uc057zlr.1
ENSG00000269186	ENST00000654153		uc287lix.1
ENSG00000165617	ENST00000335867	ENSP00000337439	uc001xdw.4
ENSG00000204193	ENST00000374510	ENSP00000363634	uc004bes.5
ENSG00000198939	ENST00000520301	ENSP00000430980	uc063klo.1
ENSG00000250903	ENST00000702338		uc316gzr.1
ENSG00000165617	ENST00000707126	ENSP00000516754	uc316vqn.1
ENSG00000164733	ENST00000525076		uc064khy.2
ENSG00000250903	ENST00000702343		uc316gzw.1
ENSG00000164733	ENST00000528965	ENSP00000433929	uc064kil.3
ENSG00000198939	ENST00000523286	ENSP00000430531	uc010jky.3
ENSG00000250903	ENST00000702352		uc316haf.1
ENSG00000198160	ENST00000371012	ENSP00000360051	uc001dda.6
ENSG00000164733	ENST00000527215	ENSP00000433379	uc064kik.2
ENSG00000165617	ENST00000541264	ENSP00000442850	uc010trw.3
ENSG00000204193	ENST00000374507	ENSP00000363631	uc033dfg.2
ENSG00000164733	ENST00000532656	ENSP00000431143	uc064kii.2
ENSG00000197406	ENST00000700173	ENSP00000514840	uc316dyb.1
ENSG00000251370	ENST00000510879		uc032ulp.1
ENSG00000206658	ENST00000383931		uc022blr.1
ENSG00000197406	ENST00000510508	ENSP00000427336	uc021sdx.2
ENSG00000234261	ENST00000629853		uc063lzj.1
ENSG00000263575	ENST00000581132		uc022bde.1
ENSG00000234261	ENST00000437648		uc063lzk.1
ENSG00000251320	ENST00000505162		uc063ikm.1
ENSG00000164733	ENST00000532409		uc064khs.2
ENSG00000234261	ENST00000656468		uc287otf.1
ENSG00000164733	ENST00000526195	ENSP00000436627	uc064khz.2
ENSG00000234261	ENST00000659197		uc287ssw.1
ENSG00000249293	ENST00000506717		uc063enn.1
ENSG00000198160	ENST00000401042	ENSP00000383821	uc001ddi.3
ENSG00000234261	ENST00000653525		uc287kkw.1
ENSG00000196169	ENST00000359939		uc060joa.1
ENSG00000164733	ENST00000678615	ENSP00000504336	uc288tll.1
ENSG00000234261	ENST00000656344		uc287ool.1
ENSG00000258702	ENST00000660184		uc287uep.1
ENSG00000249312	ENST00000506854		uc286xcb.1
ENSG00000137040	ENST00000259569	ENSP00000259569	uc003zjr.5
ENSG00000234261	ENST00000656807		uc287pgb.1
ENSG00000164733	ENST00000530296	ENSP00000435074	uc064khx.2
ENSG00000258702	ENST00000660802		uc287vce.1
ENSG00000234261	ENST00000689305		uc315qbz.1
ENSG00000196169	ENST00000547389		uc060job.1
ENSG00000253600	ENST00000522454		uc286xhj.1
ENSG00000249715	ENST00000624922	ENSP00000485238	uc061lwu.2
ENSG00000137040	ENST00000485372	ENSP00000485188	uc003zjs.4
ENSG00000258702	ENST00000655504		uc287nii.1
ENSG00000234261	ENST00000702363		uc316haq.1
ENSG00000198160	ENST00000355356	ENSP00000347514	uc001ddj.2
ENSG00000250492	ENST00000504674		uc286wnj.1
ENSG00000196169	ENST00000549637		uc060joc.1
ENSG00000258702	ENST00000553378		uc001yfs.4
ENSG00000164733	ENST00000527243	ENSP00000434725	uc064kia.2
ENSG00000258702	ENST00000647663		uc285lmh.1
ENSG00000137040	ENST00000623170	ENSP00000485482	uc064san.1
ENSG00000258702	ENST00000666373		uc288dhb.2
ENSG00000164733	ENST00000534636		uc064khv.3
ENSG00000228739	ENST00000437881		uc064sao.1
ENSG00000258702	ENST00000667340		uc288esa.3
ENSG00000258702	ENST00000659801		uc287tpy.1
ENSG00000280094	ENST00000707075	ENSP00000516726	uc316vpl.1
ENSG00000258702	ENST00000657003		uc287pnm.1
ENSG00000280094	ENST00000623530	ENSP00000485577	uc064vnf.2
ENSG00000258702	ENST00000665251		uc288bqf.1
ENSG00000164733	ENST00000530290		uc064kht.1
ENSG00000258702	ENST00000659974		uc287two.1
ENSG00000288570	ENST00000674075	ENSP00000501098	uc288mvr.1
ENSG00000164733	ENST00000525315		uc064kid.1
ENSG00000258702	ENST00000664902		uc288bcx.1
ENSG00000204347	ENST00000375366	ENSP00000364515	uc002jkn.4
ENSG00000198160	ENST00000479067		uc057hiz.1
ENSG00000258702	ENST00000555496		uc059exv.2
ENSG00000254700	ENST00000528817		uc287bwn.2
ENSG00000235142	ENST00000669890		uc288iln.1
ENSG00000198160	ENST00000493357		uc057hja.1
ENSG00000200021	ENST00000363151		uc060joe.1
ENSG00000258702	ENST00000656223		uc287ojv.1
ENSG00000235142	ENST00000668203		uc288fza.1
ENSG00000258702	ENST00000663585		uc287zeo.1
ENSG00000258702	ENST00000701758		uc316gdq.1
ENSG00000235142	ENST00000654718		uc287meh.1
ENSG00000068028	ENST00000395126	ENSP00000378558	uc003dac.3
ENSG00000258702	ENST00000656397		uc287oqm.2
ENSG00000249715	ENST00000623019	ENSP00000493220	uc010fia.3
ENSG00000235142	ENST00000659907		uc287ttz.1
ENSG00000258702	ENST00000668659		uc288gqn.2
ENSG00000233050	ENST00000437818	ENSP00000392568	uc003wuz.1
ENSG00000258702	ENST00000655974		uc287oaj.1
ENSG00000235142	ENST00000663790		uc287zmk.1
ENSG00000258702	ENST00000701747		uc316gdf.1
ENSG00000283566	ENST00000637164		uc286nrh.1
ENSG00000235142	ENST00000654576		uc287lyx.1
ENSG00000258702	ENST00000654134		uc287lie.1
ENSG00000198160	ENST00000355977	ENSP00000348253	uc001ddh.2
ENSG00000265233	ENST00000580930		uc286nri.1
ENSG00000235142	ENST00000602621		uc003prn.1
ENSG00000258702	ENST00000655609		uc287nmj.1
ENSG00000258702	ENST00000685266		uc315kcj.1
ENSG00000235142	ENST00000436659		uc003pro.2
ENSG00000258702	ENST00000662143		uc287xbm.1
ENSG00000258702	ENST00000690332		uc315rpl.1
ENSG00000235142	ENST00000665966		uc288crn.2
ENSG00000235142	ENST00000671265		uc288klu.1
ENSG00000068028	ENST00000357043	ENSP00000349547	uc003dad.2
ENSG00000198160	ENST00000371018	ENSP00000360057	uc009way.2
ENSG00000265019	ENST00000584728		uc286nrj.1
ENSG00000235142	ENST00000653923		uc287lac.1
ENSG00000235142	ENST00000671288		uc288kmr.1
ENSG00000263725	ENST00000584393		uc286nrn.1
ENSG00000263609	ENST00000659967		uc287twh.1
ENSG00000263609	ENST00000660505		uc287uqw.1
ENSG00000263609	ENST00000656149		uc287ogz.1
ENSG00000068028	ENST00000395117	ENSP00000378549	uc062keb.1
ENSG00000235142	ENST00000655499		uc287nid.2
ENSG00000263609	ENST00000653536		uc287klh.1
ENSG00000263609	ENST00000656051		uc287odh.1
ENSG00000235142	ENST00000662681		uc287xwa.1
ENSG00000263609	ENST00000580507		uc060cth.1
ENSG00000235142	ENST00000655094		uc287msr.1
ENSG00000068028	ENST00000359365	ENSP00000352323	uc003dae.3
ENSG00000235142	ENST00000655135		uc287mug.1
ENSG00000235142	ENST00000665697		uc288chf.2
ENSG00000263609	ENST00000578977		uc032eyb.1
ENSG00000263609	ENST00000659671		uc287tkz.1
ENSG00000235142	ENST00000650222		uc285yug.1
ENSG00000263609	ENST00000579836		uc060cti.1
ENSG00000235142	ENST00000653189		uc287jxy.1
ENSG00000162426	ENST00000471889	ENSP00000418096	uc057byt.3
ENSG00000068028	ENST00000482447	ENSP00000433000	uc062kec.1
ENSG00000264956	ENST00000660551		uc287usp.1
ENSG00000235142	ENST00000428750		uc063qji.2
ENSG00000235142	ENST00000418134		uc063qjj.2
ENSG00000249751	ENST00000618155	ENSP00000479243	uc032vne.3
ENSG00000264956	ENST00000578881		uc060ctj.1
ENSG00000235142	ENST00000659547		uc287tgg.1
ENSG00000100749	ENST00000553683	ENSP00000451412	uc059eyc.2
ENSG00000264956	ENST00000657168		uc287ptt.1
ENSG00000235142	ENST00000607758		uc063qjk.1
ENSG00000162426	ENST00000289877	ENSP00000289877	uc001apb.3
ENSG00000068028	ENST00000478619		uc062ked.1
ENSG00000264956	ENST00000663304		uc287ytw.1
ENSG00000235142	ENST00000671512		uc288kvg.3
ENSG00000100749	ENST00000680538	ENSP00000505611	uc289azj.1
ENSG00000235142	ENST00000670549		uc288jkn.2
ENSG00000264956	ENST00000577956		uc060ctk.1
ENSG00000068028	ENST00000488024		uc062kee.1
ENSG00000235142	ENST00000664432		uc288akz.3
ENSG00000162426	ENST00000497660		uc057byv.1
ENSG00000266691	ENST00000583997		uc286nro.1
ENSG00000235142	ENST00000653256		uc287kan.1
ENSG00000186523	ENST00000529146	ENSP00000473629	uc003wvf.5
ENSG00000235142	ENST00000656351		uc287oos.1
ENSG00000162426	ENST00000481265		uc057byw.1
ENSG00000100749	ENST00000555351		uc059exy.2
ENSG00000249715	ENST00000457909		uc061lww.1
ENSG00000235142	ENST00000671150		uc288khj.1
ENSG00000178130	ENST00000426869		uc002gyz.6
ENSG00000068028	ENST00000494145		uc032rnf.2
ENSG00000100749	ENST00000681195	ENSP00000504933	uc289byp.1
ENSG00000235142	ENST00000667554		uc288faf.2
ENSG00000178130	ENST00000613377		uc060ctm.1
ENSG00000145861	ENST00000652664	ENSP00000498651	uc287jdv.1
ENSG00000235142	ENST00000670755		uc288jsi.2
ENSG00000100749	ENST00000680084		uc289ahz.1
ENSG00000235142	ENST00000669268		uc288hnw.1
ENSG00000266806	ENST00000585087		uc286nrs.1
ENSG00000100749	ENST00000681524	ENSP00000505783	uc289clf.1
ENSG00000235142	ENST00000658326		uc287rlt.1
ENSG00000068028	ENST00000616212	ENSP00000482696	uc003daf.1
ENSG00000279339	ENST00000625199		uc060kxb.1
ENSG00000235142	ENST00000433965		uc063qjn.4
ENSG00000100749	ENST00000679533	ENSP00000505873	uc288zmw.1
ENSG00000235142	ENST00000664142		uc287zzx.1
ENSG00000235142	ENST00000660557		uc287usv.2
ENSG00000267491	ENST00000591108		uc060kxc.1
ENSG00000100749	ENST00000681598	ENSP00000506128	uc289cob.1
ENSG00000117245	ENST00000493818		uc057czm.1
ENSG00000145861	ENST00000393975	ENSP00000377545	uc003lyd.5
ENSG00000100749	ENST00000679727	ENSP00000505844	uc288zuh.1
ENSG00000235142	ENST00000659564		uc287tgw.1
ENSG00000250529	ENST00000507950		uc063cbx.1
ENSG00000100749	ENST00000679758	ENSP00000505539	uc288zvm.1
ENSG00000235142	ENST00000415714		uc063qjm.4
ENSG00000100749	ENST00000680509	ENSP00000505209	uc289ayg.1
ENSG00000235142	ENST00000427903		uc063qjo.2
ENSG00000235142	ENST00000663403		uc287yxq.1
ENSG00000100749	ENST00000557222	ENSP00000450820	uc059exz.2
ENSG00000117245	ENST00000477167		uc057czn.1
ENSG00000235142	ENST00000606430		uc063qjp.1
ENSG00000100749	ENST00000679977	ENSP00000504897	uc289adw.1
ENSG00000235142	ENST00000602934		uc003prp.5
ENSG00000235142	ENST00000657421		uc287qdi.1
ENSG00000100749	ENST00000681474	ENSP00000505569	uc289cjh.1
ENSG00000117245	ENST00000490034		uc057czo.1
ENSG00000235142	ENST00000661417		uc287vzs.1
ENSG00000100749	ENST00000680683	ENSP00000506334	uc289bey.1
ENSG00000235142	ENST00000660185		uc287ueq.1
ENSG00000100749	ENST00000680335	ENSP00000505806	uc289arq.1
ENSG00000235142	ENST00000430094		uc063qjq.1
ENSG00000235142	ENST00000669428		uc288htz.1
ENSG00000100749	ENST00000680387	ENSP00000504908	uc289atq.1
ENSG00000235142	ENST00000607090		uc063qjr.1
ENSG00000235142	ENST00000690981		uc315sok.2
ENSG00000100749	ENST00000681538	ENSP00000506662	uc289clt.1
ENSG00000235142	ENST00000692919		uc315vla.1
ENSG00000235142	ENST00000688514		uc315oxm.1
ENSG00000100749	ENST00000216639	ENSP00000216639	uc001yft.5
ENSG00000235142	ENST00000687581		uc315nnn.1
ENSG00000235142	ENST00000687068		uc315mtu.1
ENSG00000100749	ENST00000681363	ENSP00000505564	uc289cfb.1
ENSG00000235142	ENST00000690411		uc315rsm.2
ENSG00000235142	ENST00000693740		uc315wqq.1
ENSG00000100749	ENST00000679736	ENSP00000506517	uc288zuq.1
ENSG00000235142	ENST00000700812		uc316etg.1
ENSG00000100749	ENST00000681176	ENSP00000505454	uc289bxw.1
ENSG00000235142	ENST00000700821		uc316etp.1
ENSG00000235142	ENST00000700931		uc316exv.1
ENSG00000100749	ENST00000680922	ENSP00000506480	uc289bod.1
ENSG00000235142	ENST00000700948		uc316eym.1
ENSG00000235142	ENST00000701118		uc316ffa.1
ENSG00000100749	ENST00000557352	ENSP00000451682	uc059eya.2
ENSG00000235142	ENST00000701310		uc316fmk.1
ENSG00000235142	ENST00000701426		uc316fqw.1
